URL
https://uk.hotels.com/Hotel-Search?adults=2&d1=2023-04-13&d2=2023-04-23&destination=Tokyo%2C%20Tokyo%20Prefecture%2C%20Japan&endDate=2023-04-23&latLong=35.681143%2C139.767208&regionId=3593&selected=&semdtl=&sort=RECOMMENDED&startDate=2023-04-13&theme=&useRewards=false&userIntent=
https://uk.hotels.com/Hotel-Search?adults=2&children=&d1=2023-04-13&d2=2023-04-23&destination=London%2C%20England%2C%20United%20Kingdom&endDate=2023-04-23&latLong=&pwaDialog&regionId=2114&semdtl=&sort=RECOMMENDED&startDate=2023-04-13&theme=&useRewards=false&userIntent=
https://uk.hotels.com/Hotel-Search?adults=2&children=&d1=2023-04-13&d2=2023-04-23&destination=Austin%2C%20Texas%2C%20United%20States%20of%20America&endDate=2023-04-23&latLong=30%2C-97&pwaDialog&regionId=460&semdtl=&sort=RECOMMENDED&startDate=2023-04-13&theme=&useRewards=false&userIntent=
